"","start","end"
"2090",13234064,13236064
"2091",14295512,14297512
"2092",18550329,18552329
"2093",20157465,20159465
"2094",12262343,12264343
"2095",26905395,26907395
"2096",9786266,9788266
"2097",3704000,3706000
"2098",8704846,8706846
"2099",15135902,15137902
"2100",27913865,27915865
"2101",8454475,8456475
"2102",18243087,18245087
"2103",10097701,10099701
"2104",25899437,25901437
"2105",7504981,7506981
"2106",25463614,25465614
"2107",3747793,3749793
"2108",25126534,25128534
"2109",16256371,16258371
"2110",622816,624816
"2111",24235850,24237850
"2112",24818880,24820880
"2113",26518467,26520467
"2114",17270876,17272876
"2115",25025747,25027747
"2116",59066,61066
"2117",22352514,22354514
"2118",23388754,23390754
"2119",10875800,10877800
"2120",510631,512631
"2121",2306989,2308989
"2122",26309103,26311103
"2123",21477342,21479342
"2124",7367303,7369303
"2125",7795636,7797636
"2126",10550958,10552958
"2127",8640714,8642714
"2128",8798502,8800502
"2129",1749801,1751801
"2130",3226468,3228468
"2131",24421867,24423867
"2132",8748806,8750806
"2133",21390102,21392102
"2134",21743527,21745527
"2135",9951487,9953487
"2136",15562449,15564449
"2137",15835486,15837486
"2138",3008858,3010858
"2139",1706620,1708620
"2140",3403414,3405414
"2141",7212898,7214898
"2142",6810528,6812528
"2143",9431764,9433764
"2144",2287640,2289640
"2145",20435914,20437914
"2146",17498505,17500505
"2147",3566179,3568179
"2148",1877445,1879445
"2149",2408330,2410330
"2150",11644032,11646032
"2151",18160030,18162030
"2152",9090680,9092680
"2153",8771118,8773118
"2154",4227955,4229955
"2155",14954191,14956191
"2156",21306023,21308023
"2157",10520970,10522970
"2158",14626311,14628311
"2159",8685842,8687842
"2160",5341806,5343806
"2161",9597898,9599898
"2162",21838672,21840672
"2163",19575291,19577291
"2164",27644781,27646781
"2165",10593219,10595219
"2166",7869014,7871014
"2167",9359971,9361971
"2168",16253437,16255437
"2169",10587612,10589612
"2170",10268986,10270986
"2171",20668302,20670302
"2172",25982808,25984808
"2173",3171248,3173248
"2174",13254369,13256369
"2175",1892106,1894106
"2176",27363593,27365593
"2177",10118601,10120601
"2178",10691947,10693947
"2179",13213199,13215199
"2180",1830982,1832982
"2181",10299737,10301737
"2182",26027649,26029649
"2183",10777581,10779581
"2184",27930211,27932211
"2185",11557672,11559672
"2186",12905993,12907993
"2187",18756216,18758216
"2188",11010237,11012237
"2189",4945092,4947092
"2190",2719121,2721121
"2191",3002096,3004096
"2192",26211965,26213965
"2193",19333632,19335632
"2194",3452447,3454447
"2195",10157972,10159972
"2196",7879021,7881021
"2197",19854764,19856764
"2198",27516132,27518132
"2199",13002815,13004815
"2200",7055153,7057153
"2201",1667314,1669314
"2202",11026436,11028436
"2203",4864207,4866207
"2204",13555194,13557194
"2205",1598792,1600792
"2206",19148937,19150937
"2207",11017352,11019352
"2208",7053056,7055056
"2209",6637474,6639474
"2210",3817894,3819894
"2211",3389180,3391180
"2212",26218214,26220214
"2213",4489176,4491176
"2214",25883568,25885568
"2215",22174584,22176584
"2216",10579577,10581577
"2217",2044521,2046521
"2218",21154557,21156557
"2219",1235782,1237782
"2220",21308216,21310216
"2221",15435635,15437635
"2222",25835816,25837816
"2223",24259841,24261841
"2224",23570575,23572575
"2225",26175113,26177113
"2226",8660972,8662972
"2227",6504238,6506238
"2228",4616246,4618246
"2229",12959515,12961515
"2230",7098615,7100615
"2231",8413741,8415741
"2232",18725828,18727828
"2233",613431,615431
"2234",23380156,23382156
"2235",11174097,11176097
"2236",6841187,6843187
"2237",12383026,12385026
"2238",10703894,10705894
"2239",20646293,20648293
"2240",9847662,9849662
"2241",18914642,18916642
"2242",7706808,7708808
"2243",24511147,24513147
"2244",6559147,6561147
"2245",21428708,21430708
"2246",27701403,27703403
"2247",7580543,7582543
"2248",23006138,23008138
"2249",487095,489095
"2250",8015209,8017209
"2251",10524075,10526075
"2252",3512620,3514620
"2253",11718203,11720203
"2254",22534540,22536540
"2255",16485763,16487763
"2256",24241051,24243051
"2257",21803377,21805377
"2258",26501395,26503395
"2259",8709811,8711811
"2260",18737713,18739713
"2261",1834534,1836534
"2262",9407053,9409053
"2263",7454508,7456508
"2264",22672244,22674244
"2265",25157509,25159509
"2266",11641712,11643712
"2267",19283092,19285092
"2268",20009895,20011895
"2269",4750111,4752111
"2270",19410578,19412578
"2271",4905265,4907265
"2272",19928680,19930680
"2273",9093331,9095331
"2274",10310698,10312698
"2275",13801928,13803928
"2276",2375105,2377105
"2277",13472576,13474576
"2278",22057957,22059957
"2279",26014758,26016758
"2280",8856015,8858015
"2281",10109638,10111638
"2282",14276956,14278956
"2283",22262921,22264921
"2284",666238,668238
"2285",24126012,24128012
"2286",5251537,5253537
"2287",9252162,9254162
"2288",4586864,4588864
"2289",13860609,13862609
"2290",7925258,7927258
"2291",21259190,21261190
"2292",27260053,27262053
"2293",11132302,11134302
"2294",13659935,13661935
"2295",11759164,11761164
"2296",6352173,6354173
"2297",10489898,10491898
"2298",9796214,9798214
"2299",2064778,2066778
"2300",11287192,11289192
"2301",4434548,4436548
"2302",25652479,25654479
"2303",7742923,7744923
"2304",26883705,26885705
"2305",9380884,9382884
"2306",13202460,13204460
"2307",20096787,20098787
"2308",23229905,23231905
"2309",19096966,19098966
"2310",26368572,26370572
"2311",9671719,9673719
"2312",21516521,21518521
"2313",14743488,14745488
"2314",6334277,6336277
"2315",18450561,18452561
"2316",20263148,20265148
"2317",2257330,2259330
"2318",1573003,1575003
"2319",2778066,2780066
"2320",10479968,10481968
"2321",26765902,26767902
"2322",9245992,9247992
"2323",19549973,19551973
"2324",21417435,21419435
"2325",9248642,9250642
"2326",8563131,8565131
"2327",4553914,4555914
"2328",19533240,19535240
"2329",19744648,19746648
"2330",24936722,24938722
"2331",9983185,9985185
"2332",12024939,12026939
"2333",24313648,24315648
"2334",19881949,19883949
"2335",9163837,9165837
"2336",4382984,4384984
"2337",19076765,19078765
"2338",22783222,22785222
"2339",2792191,2794191
"2340",10080260,10082260
"2341",24114659,24116659
"2342",3278736,3280736
"2343",26330987,26332987
"2344",17795660,17797660
"2345",24899500,24901500
"2346",2899005,2901005
"2347",25011071,25013071
"2348",2902905,2904905
"2349",1849880,1851880
"2350",27689228,27691228
"2351",27742463,27744463
"2352",5000704,5002704
"2353",2631821,2633821
"2354",19471940,19473940
"2355",25943220,25945220
"2356",20839947,20841947
"2357",13617426,13619426
"2358",24745537,24747537
"2359",15598034,15600034
"2360",7904098,7906098
"2361",13761648,13763648
"2362",14573790,14575790
"2363",18864741,18866741
"2364",1965357,1967357
"2365",7480939,7482939
"2366",13371994,13373994
"2367",9404095,9406095
"2368",524007,526007
"2369",390416,392416
"2370",27684838,27686838
"2371",2016868,2018868
"2372",10204413,10206413
"2373",13393301,13395301
"2374",8407715,8409715
"2375",27416521,27418521
"2376",11708722,11710722
"2377",72571,74571
"2378",16677352,16679352
"2379",1438850,1440850
"2380",8481051,8483051
"2381",24948718,24950718
"2382",21028554,21030554
"2383",20833579,20835579
"2384",22141160,22143160
"2385",19443712,19445712
"2386",19545388,19547388
"2387",17246295,17248295
"2388",9346145,9348145
"2389",520594,522594
"2390",7142790,7144790
"2391",26707960,26709960
"2392",16274601,16276601
"2393",4468423,4470423
"2394",23125229,23127229
"2395",671864,673864
"2396",2198550,2200550
"2397",18658377,18660377
"2398",35566,37566
"2399",1315196,1317196
"2400",2686803,2688803
"2401",9501521,9503521
"2402",26521343,26523343
"2403",2937567,2939567
"2404",27563698,27565698
"2405",16102057,16104057
"2406",9895436,9897436
"2407",8738480,8740480
"2408",24173176,24175176
"2409",1621191,1623191
"2410",27265182,27267182
"2411",8401380,8403380
"2412",14668288,14670288
"2413",8370564,8372564
"2414",20359534,20361534
"2415",9710615,9712615
"2416",23245960,23247960
"2417",12643209,12645209
"2418",8263937,8265937
"2419",2559590,2561590
"2420",7963082,7965082
"2421",19605513,19607513
"2422",18594047,18596047
"2423",12396526,12398526
"2424",10832578,10834578
"2425",9059445,9061445
"2426",26327093,26329093
"2427",25371160,25373160
"2428",2496903,2498903
"2429",10934635,10936635
"2430",26318195,26320195
"2431",8131643,8133643
"2432",249405,251405
"2433",2453204,2455204
"2434",26451268,26453268
"2435",15748047,15750047
"2436",6592419,6594419
"2437",8574879,8576879
"2438",1989725,1991725
"2439",15887087,15889087
"2440",26812849,26814849
"2441",27600140,27602140
"2442",16141747,16143747
"2443",21518585,21520585
"2444",2042492,2044492
"2445",1468759,1470759
"2446",21527509,21529509
"2447",2864954,2866954
"2448",14114560,14116560
"2449",5463356,5465356
"2450",12602982,12604982
"2451",8608340,8610340
"2452",18887559,18889559
"2453",19051510,19053510
"2454",26746939,26748939
"2455",27198988,27200988
"2456",21756705,21758705
"2457",20108832,20110832
"2458",2380404,2382404
"2459",18289469,18291469
"2460",9855370,9857370
"2461",12912792,12914792
"2462",25503351,25505351
"2463",9631377,9633377
"2464",11587804,11589804
"2465",3040494,3042494
"2466",27908969,27910969
"2467",14351037,14353037
"2468",7483388,7485388
"2469",22094542,22096542
"2470",399894,401894
"2471",25924968,25926968
"2472",24701268,24703268
"2473",7070834,7072834
"2474",6358259,6360259
"2475",5730558,5732558
"2476",4052356,4054356
"2477",10518663,10520663
"2478",6802338,6804338
"2479",8458008,8460008
"2480",13510453,13512453
"2481",13155239,13157239
"2482",9891942,9893942
"2483",1188216,1190216
"2484",1508070,1510070
"2485",27315263,27317263
"2486",18569384,18571384
"2487",18906312,18908312
"2488",25493823,25495823
"2489",8571484,8573484
"2490",750494,752494
"2491",13862891,13864891
"2492",22047119,22049119
"2493",1783971,1785971
"2494",18202551,18204551
"2495",12186159,12188159
"2496",9007113,9009113
"2497",15879502,15881502
"2498",13976012,13978012
"2499",12588852,12590852
"2500",25995729,25997729
"2501",10740138,10742138
"2502",13927327,13929327
"2503",21031298,21033298
"2504",13021511,13023511
"2505",27184644,27186644
"2506",20067404,20069404
"2507",22000745,22002745
"2508",4647315,4649315
"2509",26689022,26691022
"2510",4724313,4726313
"2511",4715307,4717307
"2512",9657372,9659372
"2513",10799226,10801226
"2514",19730856,19732856
"2515",23482845,23484845
"2516",3628319,3630319
"2517",20610984,20612984
"2518",26427280,26429280
"2519",16279232,16281232
"2520",14898658,14900658
"2521",11407267,11409267
"2522",7933924,7935924
"2523",6374730,6376730
"2524",8009244,8011244
"2525",8287750,8289750
"2526",9201836,9203836
"2527",13425357,13427357
"2528",6577462,6579462
"2529",26184531,26186531
"2530",27966813,27968813
"2531",26889714,26891714
"2532",14800107,14802107
"2533",14018896,14020896
"2534",13365579,13367579
"2535",20822758,20824758
"2536",14515446,14517446
"2537",12314272,12316272
"2538",6746758,6748758
"2539",10852240,10854240
"2540",1096499,1098499
"2541",727307,729307
"2542",1001436,1003436
"2543",18686742,18688742
"2544",3745060,3747060
"2545",3477958,3479958
"2546",6355190,6357190
"2547",7140433,7142433
"2548",22982014,22984014
"2549",22753775,22755775
"2550",19374289,19376289
"2551",6399162,6401162
"2552",7364150,7366150
"2553",9314410,9316410
"2554",2134145,2136145
"2555",24687524,24689524
"2556",3965499,3967499
"2557",9574279,9576279
"2558",5901539,5903539
"2559",2355748,2357748
"2560",8992465,8994465
"2561",2343569,2345569
"2562",21278485,21280485
"2563",25447783,25449783
"2564",8092880,8094880
"2565",1166009,1168009
"2566",22395442,22397442
"2567",24091769,24093769
"2568",8637043,8639043
"2569",12277044,12279044
"2570",3668499,3670499
"2571",7248789,7250789
"2572",6933192,6935192
"2573",15881921,15883921
"2574",2809062,2811062
"2575",21370378,21372378
"2576",9874503,9876503
"2577",14693335,14695335
"2578",14306315,14308315
"2579",25469143,25471143
"2580",19790617,19792617
"2581",13374585,13376585
"2582",25524934,25526934
"2583",19034960,19036960
"2584",590202,592202
"2585",6990160,6992160
"2586",15030130,15032130
"2587",354935,356935
"2588",12863829,12865829
"2589",13586568,13588568
"2590",8095500,8097500
"2591",1302913,1304913
"2592",341151,343151
"2593",6966638,6968638
"2594",24993193,24995193
"2595",20735520,20737520
"2596",3944080,3946080
"2597",10830097,10832097
"2598",4035168,4037168
"2599",17887008,17889008
"2600",9198389,9200389
"2601",9136962,9138962
"2602",4843732,4845732
"2603",10663287,10665287
"2604",10369445,10371445
"2605",5312652,5314652
"2606",21618366,21620366
"2607",2974078,2976078
"2608",2790007,2792007
"2609",9142908,9144908
"2610",26423276,26425276
"2611",21514380,21516380
"2612",24168469,24170469
"2613",18604390,18606390
"2614",11666398,11668398
"2615",21469576,21471576
"2616",5149647,5151647
"2617",5668151,5670151
"2618",19887538,19889538
"2619",22620758,22622758
"2620",14943042,14945042
"2621",12150418,12152418
"2622",3256611,3258611
"2623",13766419,13768419
"2624",2818660,2820660
"2625",10155283,10157283
"2626",8916631,8918631
"2627",3154509,3156509
"2628",1432459,1434459
"2629",865907,867907
"2630",1728983,1730983
"2631",19403881,19405881
"2632",5307467,5309467
"2633",12279126,12281126
"2634",18502307,18504307
"2635",7766739,7768739
"2636",3232234,3234234
"2637",496145,498145
"2638",4825916,4827916
"2639",11774598,11776598
"2640",24851616,24853616
"2641",11778458,11780458
"2642",1307890,1309890
"2643",24271757,24273757
"2644",8847338,8849338
"2645",19325395,19327395
"2646",44948,46948
"2647",9129925,9131925
"2648",2925083,2927083
"2649",19543299,19545299
"2650",1853484,1855484
"2651",21863901,21865901
"2652",4478034,4480034
"2653",5145798,5147798
"2654",14991099,14993099
"2655",9401752,9403752
"2656",16234258,16236258
"2657",26601816,26603816
"2658",5654058,5656058
"2659",3782173,3784173
"2660",18525244,18527244
"2661",19755948,19757948
"2662",5405531,5407531
"2663",25198715,25200715
"2664",10794362,10796362
"2665",4294489,4296489
"2666",14396990,14398990
"2667",18793006,18795006
"2668",19538942,19540942
"2669",22318906,22320906
"2670",13013289,13015289
"2671",11129858,11131858
"2672",10378474,10380474
"2673",2692436,2694436
"2674",82683,84683
"2675",19805811,19807811
"2676",14119990,14121990
"2677",12339598,12341598
"2678",13199523,13201523
"2679",3593938,3595938
"2680",18879902,18881902
"2681",15675885,15677885
"2682",15624442,15626442
"2683",25875515,25877515
"2684",10701333,10703333
"2685",12534947,12536947
"2686",18862235,18864235
"2687",27267364,27269364
"2688",3438364,3440364
"2689",16226179,16228179
"2690",18132494,18134494
"2691",6521954,6523954
"2692",20188320,20190320
"2693",24722366,24724366
"2694",7777505,7779505
"2695",2757156,2759156
"2696",3581789,3583789
"2697",15717387,15719387
"2698",12292570,12294570
"2699",26783007,26785007
"2700",448244,450244
"2701",24592697,24594697
"2702",19836607,19838607
"2703",21239114,21241114
"2704",26362410,26364410
"2705",20633759,20635759
"2706",25298632,25300632
"2707",21901079,21903079
"2708",10286648,10288648
"2709",5547172,5549172
"2710",21018685,21020685
"2711",7312027,7314027
"2712",13475792,13477792
"2713",25101128,25103128
"2714",21312593,21314593
"2715",27508693,27510693
"2716",11794673,11796673
"2717",20538049,20540049
"2718",8550698,8552698
"2719",18574830,18576830
"2720",20837710,20839710
"2721",1609201,1611201
"2722",23058494,23060494
"2723",25860774,25862774
"2724",3181949,3183949
"2725",11969667,11971667
"2726",4352915,4354915
"2727",2481305,2483305
"2728",1272661,1274661
"2729",11889993,11891993
"2730",26004060,26006060
"2731",4357785,4359785
"2732",16918975,16920975
"2733",13687255,13689255
"2734",2786946,2788946
"2735",27407545,27409545
"2736",3245687,3247687
"2737",25364238,25366238
"2738",14840106,14842106
"2739",26872851,26874851
"2740",10986440,10988440
"2741",20323329,20325329
"2742",22069851,22071851
"2743",12212134,12214134
"2744",16806003,16808003
"2745",11702485,11704485
"2746",3519057,3521057
"2747",3086127,3088127
"2748",13925135,13927135
"2749",18287180,18289180
"2750",18507719,18509719
"2751",1042631,1044631
"2752",6350032,6352032
"2753",4704955,4706955
"2754",15355664,15357664
"2755",9311096,9313096
"2756",27651236,27653236
"2757",27483454,27485454
"2758",17388729,17390729
"2759",21653640,21655640
"2760",9723996,9725996
"2761",25352062,25354062
"2762",13691261,13693261
"2763",10815743,10817743
"2764",541034,543034
"2765",11177934,11179934
"2766",20783732,20785732
"2767",9925887,9927887
"2768",1366025,1368025
"2769",18153249,18155249
"2770",18236199,18238199
"2771",148885,150885
"2772",380277,382277
"2773",595263,597263
"2774",159670,161670
"2775",18662545,18664545
"2776",16820436,16822436
"2777",18683447,18685447
"2778",19131066,19133066
"2779",26754591,26756591
"2780",17381105,17383105
"2781",5218141,5220141
"2782",7805587,7807587
"2783",4548568,4550568
"2784",13640361,13642361
"2785",22111781,22113781
"2786",8964554,8966554
"2787",5028080,5030080
"2788",9218630,9220630
"2789",15022186,15024186
"2790",3184918,3186918
"2791",5890875,5892875
"2792",8424618,8426618
"2793",18381571,18383571
"2794",16245950,16247950
"2795",7032399,7034399
"2796",9898980,9900980
"2797",24243954,24245954
"2798",18748035,18750035
"2799",12390412,12392412
"2800",12541827,12543827
"2801",6091170,6093170
"2802",22887135,22889135
"2803",3751010,3753010
"2804",21525396,21527396
"2805",1932718,1934718
"2806",3273728,3275728
"2807",22936508,22938508
"2808",14925464,14927464
"2809",14080065,14082065
"2810",7984857,7986857
"2811",22121103,22123103
"2812",24438404,24440404
"2813",18496813,18498813
"2814",972574,974574
"2815",26037085,26039085
"2816",13261308,13263308
"2817",270093,272093
"2818",22315432,22317432
"2819",21915174,21917174
"2820",24412285,24414285
"2821",9761508,9763508
"2822",13545248,13547248
"2823",6835962,6837962
"2824",2210846,2212846
"2825",10115100,10117100
"2826",14340127,14342127
"2827",12083524,12085524
"2828",12041931,12043931
"2829",24967462,24969462
"2830",14086006,14088006
"2831",22497303,22499303
"2832",21674701,21676701
"2833",18190915,18192915
"2834",19711404,19713404
"2835",24943002,24945002
"2836",17240038,17242038
"2837",18852448,18854448
"2838",27460262,27462262
"2839",7178417,7180417
"2840",12727208,12729208
"2841",20676674,20678674
"2842",3018899,3020899
"2843",24934193,24936193
"2844",16551340,16553340
"2845",15165755,15167755
"2846",3809919,3811919
"2847",19078888,19080888
"2848",16364641,16366641
"2849",13895212,13897212
"2850",21834885,21836885
"2851",1010681,1012681
"2852",6440133,6442133
"2853",26257269,26259269
"2854",11049924,11051924
"2855",13382457,13384457
"2856",21867714,21869714
"2857",13725726,13727726
"2858",7736929,7738929
"2859",22082062,22084062
"2860",19850111,19852111
"2861",27808941,27810941
"2862",7243030,7245030
"2863",2811553,2813553
"2864",1585301,1587301
"2865",10896305,10898305
"2866",23249202,23251202
"2867",27785667,27787667
"2868",10507647,10509647
"2869",20218405,20220405
"2870",18248669,18250669
"2871",9683634,9685634
"2872",18424264,18426264
"2873",7647444,7649444
"2874",2941807,2943807
"2875",19013647,19015647
"2876",20893534,20895534
"2877",3958240,3960240
"2878",3410617,3412617
"2879",27011742,27013742
"2880",12168925,12170925
"2881",12810502,12812502
"2882",20128751,20130751
"2883",11097277,11099277
"2884",7716455,7718455
"2885",1627491,1629491
"2886",6383131,6385131
"2887",5695665,5697665
"2888",25707594,25709594
"2889",9996168,9998168
"2890",6069583,6071583
"2891",26822656,26824656
"2892",15075649,15077649
"2893",6994978,6996978
"2894",9331643,9333643
"2895",1534579,1536579
"2896",3558367,3560367
"2897",26676413,26678413
"2898",430839,432839
"2899",20035673,20037673
"2900",18516214,18518214
"2901",20260175,20262175
"2902",2109273,2111273
"2903",16577600,16579600
"2904",9743261,9745261
"2905",8160219,8162219
"2906",21436578,21438578
"2907",19300564,19302564
"2908",14182937,14184937
"2909",24709189,24711189
"2910",12943588,12945588
"2911",26085847,26087847
"2912",13576988,13578988
"2913",17064079,17066079
"2914",7457852,7459852
"2915",21987366,21989366
"2916",8284777,8286777
"2917",13636725,13638725
"2918",1039202,1041202
"2919",25280107,25282107
"2920",27636524,27638524
"2921",6607062,6609062
"2922",7790717,7792717
"2923",25235667,25237667
"2924",26528016,26530016
"2925",18339235,18341235
"2926",15615260,15617260
"2927",13518836,13520836
"2928",1184638,1186638
"2929",24533814,24535814
"2930",17542807,17544807
"2931",15084535,15086535
"2932",26260062,26262062
"2933",10316792,10318792
"2934",14357796,14359796
"2935",27309552,27311552
"2936",19518493,19520493
"2937",22280406,22282406
"2938",23215673,23217673
"2939",20517355,20519355
"2940",10903729,10905729
"2941",7339804,7341804
"2942",27220059,27222059
"2943",21568375,21570375
"2944",11814894,11816894
"2945",8786496,8788496
"2946",11208799,11210799
"2947",9625267,9627267
"2948",10977409,10979409
"2949",10005417,10007417
"2950",17111998,17113998
"2951",9047983,9049983
"2952",11039955,11041955
"2953",14546812,14548812
"2954",9426077,9428077
"2955",7181045,7183045
"2956",27512488,27514488
"2957",2557166,2559166
"2958",4440183,4442183
"2959",14704290,14706290
"2960",11657947,11659947
"2961",18486654,18488654
"2962",6328899,6330899
"2963",5578755,5580755
"2964",18402970,18404970
"2965",15017847,15019847
"2966",26136907,26138907
"2967",14151579,14153579
"2968",25003280,25005280
"2969",10228370,10230370
"2970",24475305,24477305
"2971",14913566,14915566
"2972",19054086,19056086
"2973",2316672,2318672
"2974",2131298,2133298
"2975",1275995,1277995
"2976",20924320,20926320
"2977",12110302,12112302
"2978",10707295,10709295
"2979",22529124,22531124
"2980",8535167,8537167
"2981",15111285,15113285
"2982",12516799,12518799
"2983",1456554,1458554
"2984",27648602,27650602
"2985",12321762,12323762
"2986",3788974,3790974
"2987",19821549,19823549
"2988",18613497,18615497
"2989",10602101,10604101
"2990",12965310,12967310
"2991",3029364,3031364
"2992",19369284,19371284
"2993",11249157,11251157
"2994",20934151,20936151
"2995",25428074,25430074
"2996",4136614,4138614
"2997",7286095,7288095
"2998",26449110,26451110
"2999",21457846,21459846
"3000",20302802,20304802
"3001",10943246,10945246
"3002",6437442,6439442
"3003",1477290,1479290
"3004",13551883,13553883
"3005",196520,198520
"3006",2641394,2643394
"3007",4438157,4440157
"3008",22010559,22012559
"3009",10698168,10700168
"3010",2951112,2953112
"3011",15384568,15386568
"3012",20505146,20507146
"3013",21737464,21739464
"3014",8578415,8580415
"3015",244689,246689
"3016",13833353,13835353
"3017",6799780,6801780
"3018",12411793,12413793
"3019",22859492,22861492
"3020",3854024,3856024
"3021",5898553,5900553
"3022",7599393,7601393
"3023",6671193,6673193
"3024",3649170,3651170
"3025",22521019,22523019
"3026",13460669,13462669
"3027",12646854,12648854
"3028",9833779,9835779
"3029",22643643,22645643
"3030",2322847,2324847
"3031",12998347,13000347
"3032",892750,894750
"3033",20445020,20447020
"3034",1085588,1087588
"3035",7409031,7411031
"3036",18572552,18574552
"3037",23310286,23312286
"3038",8179482,8181482
"3039",15015753,15017753
"3040",3813529,3815529
"3041",8842318,8844318
"3042",12477178,12479178
"3043",2587308,2589308
"3044",20366330,20368330
"3045",25309623,25311623
"3046",25191900,25193900
"3047",25219592,25221592
"3048",2143961,2145961
"3049",4335046,4337046
"3050",8109974,8111974
"3051",10327522,10329522
"3052",26624730,26626730
"3053",21695253,21697253
"3054",6370290,6372290
"3055",26588383,26590383
"3056",26824992,26826992
"3057",12064414,12066414
"3058",18414086,18416086
"3059",15329066,15331066
"3060",12422312,12424312
"3061",3203240,3205240
"3062",27918045,27920045
"3063",7701032,7703032
"3064",20789309,20791309
"3065",12947939,12949939
"3066",25881025,25883025
"3067",26543658,26545658
"3068",10623377,10625377
"3069",295533,297533
"3070",25548644,25550644
"3071",10553804,10555804
"3072",1639709,1641709
"3073",24643025,24645025
"3074",27173815,27175815
"3075",19610737,19612737
"3076",4087491,4089491
"3077",1363903,1365903
"3078",15343557,15345557
"3079",6434473,6436473
"3080",24755389,24757389
"3081",21935819,21937819
"3082",15662071,15664071
"3083",27680369,27682369
"3084",8134405,8136405
"3085",9477769,9479769
"3086",2026400,2028400
"3087",26552269,26554269
"3088",7040081,7042081
"3089",19977975,19979975
"3090",7783097,7785097
"3091",131674,133674
"3092",11591869,11593869
"3093",13347762,13349762
"3094",21320694,21322694
"3095",15315730,15317730
"3096",17071042,17073042
"3097",1813068,1815068
"3098",7949491,7951491
"3099",22399724,22401724
"3100",13284205,13286205
"3101",1395994,1397994
"3102",19787877,19789877
"3103",11845994,11847994
"3104",8061593,8063593
"3105",382674,384674
"3106",11323129,11325129
"3107",27475409,27477409
"3108",7975472,7977472
"3109",9717979,9719979
"3110",18260646,18262646
"3111",682903,684903
"3112",3261456,3263456
"3113",7757629,7759629
"3114",5990085,5992085
"3115",19885031,19887031
"3116",442915,444915
"3117",14797096,14799096
"3118",21689599,21691599
"3119",19461408,19463408
"3120",11498537,11500537
"3121",22856256,22858256
"3122",2410646,2412646
"3123",27818579,27820579
"3124",15412051,15414051
"3125",4835552,4837552
"3126",9078454,9080454
"3127",4020089,4022089
"3128",5946057,5948057
"3129",13018923,13020923
"3130",15127375,15129375
"3131",19600372,19602372
"3132",2802145,2804145
"3133",5174103,5176103
"3134",18426897,18428897
"3135",19860330,19862330
"3136",2420477,2422477
"3137",22572254,22574254
"3138",20883108,20885108
"3139",10103372,10105372
"3140",15203869,15205869
"3141",24769391,24771391
"3142",11738463,11740463
"3143",2154105,2156105
"3144",4296734,4298734
"3145",13694225,13696225
"3146",2883545,2885545
"3147",15423078,15425078
"3148",12345521,12347521
"3149",21466321,21468321
"3150",9592782,9594782
"3151",20528118,20530118
"3152",26560777,26562777
"3153",10951010,10953010
"3154",24080402,24082402
"3155",2241190,2243190
"3156",2397699,2399699
"3157",1767630,1769630
"3158",19190038,19192038
"3159",4669514,4671514
"3160",22104301,22106301
"3161",21800768,21802768
"3162",4697135,4699135
"3163",12612837,12614837
"3164",18416537,18418537
"3165",27350553,27352553
"3166",27622166,27624166
"3167",11532269,11534269
"3168",2619409,2621409
"3169",15600834,15602834
"3170",7872514,7874514
"3171",18624229,18626229
"3172",4307203,4309203
"3173",21086428,21088428
"3174",18197058,18199058
"3175",313545,315545
"3176",18481790,18483790
"3177",16701745,16703745
"3178",2251140,2253140
"3179",27755735,27757735
"3180",25116844,25118844
"3181",12513671,12515671
"3182",24463013,24465013
"3183",3723519,3725519
"3184",8733173,8735173
"3185",14190283,14192283
"3186",23716653,23718653
"3187",8839248,8841248
"3188",11236119,11238119
"3189",19115500,19117500
"3190",3614423,3616423
"3191",4909683,4911683
"3192",8270084,8272084
"3193",18313763,18315763
"3194",13732924,13734924
"3195",26017962,26019962
"3196",6480515,6482515
"3197",19819358,19821358
"3198",6938325,6940325
"3199",226316,228316
"3200",12235622,12237622
"3201",12705311,12707311
"3202",21046467,21048467
"3203",4260029,4262029
"3204",3318581,3320581
"3205",26094763,26096763
"3206",13277029,13279029
"3207",6889494,6891494
"3208",4424288,4426288
"3209",14244148,14246148
"3210",13679612,13681612
"3211",7463142,7465142
"3212",402393,404393
"3213",24929957,24931957
"3214",22245547,22247547
"3215",1836709,1838709
"3216",18984659,18986659
"3217",14441235,14443235
"3218",4142441,4144441
"3219",2850450,2852450
"3220",1225951,1227951
"3221",24473047,24475047
"3222",1179214,1181214
"3223",21318,23318
"3224",4899823,4901823
"3225",1323913,1325913
"3226",8485512,8487512
"3227",19897252,19899252
"3228",12442636,12444636
"3229",27054364,27056364
"3230",4726670,4728670
"3231",18923009,18925009
"3232",10681400,10683400
"3233",9337386,9339386
"3234",6844395,6846395
"3235",7060952,7062952
"3236",26341356,26343356
"3237",18877472,18879472
"3238",2964410,2966410
"3239",10769827,10771827
"3240",27746546,27748546
"3241",18224716,18226716
"3242",7138193,7140193
"3243",5499832,5501832
"3244",8925830,8927830
"3245",3954508,3956508
"3246",2169912,2171912
"3247",11516920,11518920
"3248",10210051,10212051
"3249",3397528,3399528
"3250",4007725,4009725
"3251",19863124,19865124
"3252",26378583,26380583
"3253",11872044,11874044
"3254",2020238,2022238
"3255",8342121,8344121
"3256",14132220,14134220
"3257",16418850,16420850
"3258",24345554,24347554
"3259",10145657,10147657
"3260",26643923,26645923
"3261",13170385,13172385
"3262",19397857,19399857
